OrderID,OrderDate,Quantity,UnitPrice,TotalPrice,Discount_Applied,PaymentMethod,ProductID,ProductName,ProductCategory,SKU,CustomerID,CustomerName,CustomerEmail,CustomerPhone,BillingAddress,ShippingCity,ShippingState,ShippingCountry,SalesRepID,SalesRepName,Region,SalesChannel,LeadSource,OrderStatus,ShippingDate,ShippingMethod,WarehouseCode,Notes,COGS_Percentage,Lead_Source
ORD-48925,2023-11-10,3,"$2,331.11","$6,193.32",0.05,Bank Transfer,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,Software,SKU-5993,,Haynes-Hines,gerald06@example.com,451.822.8730x6688,"0359 Elizabeth Shoals
South Amber, OR 91249",Lake Matthew,VI,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Partner,Organic,Pending,2023-11-22,Standard,WH-006,,0.7,
ORD-58741,2022-09-22,2,"$1,478.73","$2,957.46",0.0,PayPal,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,office_supplies,SKU-1334,7d59373b-74ad-4210-9fb7-d7c0cd60ad84,Dixon Group,davidbaker@example.org,001-547-658-1212x08924,"USNS Dean
FPO AA 30658",Josephfort,MA,USA,,,"Europe, Middle East, Africa",Online,Referral,Shipped,2022-10-06,Express,WH-005,There produce course.,0.63,
887807,2024-08-17,10,"$1,128.59","$11,285.90",,Credit Card,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,electronics,SKU-2270,64eb04ce-49fc-45a9-bd07-bc5998044ea4,"Bradley, Torres and Ellis",caitlynbeasley@example.com,001-558-210-1283,"15402 Summer Ville Suite 641
Port Suzanneland, UT 19897",Rowetown,MH,USA,,,Asia-Pacific,Online,Organic,Pending,2024-08-27,Express,WH-010,,0.64,
805755,2024-12-06,2,"$2,347.29","$4,694.58",0.0,Crypto,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Furniture,SKU-3909,479db523-b5c7-4395-b292-003b523a8cd3,Hernandez-Randolph,pvelez@example.net,550-461-8502x204,"USNV Johnston
FPO AE 31661",West Julian,DE,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,Asia-Pacific,Direct,Referral,Cancelled,2024-12-10,Standard,WH-009,,0.59,
ORD-69531,2023-10-31,2,$92.10,$184.20,0.0,Credit Card,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,electronics,SKU-6995,5e7daaac-bed8-42c3-afd5-a0ec91fed7a9,Hunter-Castaneda,emoore@example.net,475.893.5529x4710,"57247 Mckinney Burgs
Barnettshire, FM 64558",Barberfort,HI,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,NA,Reseller,Organic,Shipped,2023-11-14,Standard,WH-002,,0.71,
839811,2023-06-22,3,"$2,073.58","$5,598.67",0.1,PayPal,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,electronics,SKU-3909,c72abc7d-cfd5-4d31-8310-f1dccf03fc95,Caldwell LLC,heidi81@example.com,+1-361-442-6433x1298,"327 Roach Station Apt. 612
Benjaminchester, WV 69549",Port Deborahfurt,MH,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,APAC,Partner,Organic,Cancelled,2023-07-02,Standard,WH-004,,0.61,
866983,2024-09-12,2,$546.68,"$1,093.36",0.0,Bank Transfer,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Furniture,SKU-6995,9e53850d-4e57-4efc-b41b-80e3d341a92a,Huffman PLC,erin26@example.net,001-234-772-2861x8775,"196 Diaz Ville
Jonesfort, GU 89766",New Valerieview,MA,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,N. America,Partner,Organic,Returned,2024-09-26,Standard,WH-001,,0.68,
852028,2023-03-26,89,"$1,544.96","$130,626.37",0.05,Crypto,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Electronics,SKU-1334,de68ee36-5775-45be-8b8a-7bb3522d56ea,"Jones, Rodgers and Martinez",kristinvance@example.net,001-415-567-8683x185,"82043 Dale Roads Suite 583
Lake Christian, DE 02889",Alicialand,NV,USA,,,"Europe, Middle East, Africa",Online,Web,Pending,2023-04-06,Standard,WH-005,,0.62,
848191,2023-07-03,2,$445.21,$890.42,,Credit Card,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,Furniture,SKU-4953,689bb787-a9ae-4a1c-ae1c-3c3c26136485,King Group,david04@example.com,+1-748-974-2785x55312,"6955 Owens Vista Apt. 528
South Andrea, TN 12180",Phelpsshire,OH,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Partner,Organic,Cancelled,2023-07-16,Overnight,WH-007,,0.6,
827289,2025-09-05,1,$424.93,$382.44,0.1,Bank Transfer,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,ELEC,SKU-8122,e36c273e-0c1f-4b61-a474-513ad87f63f5,Haynes-Hines,gerald06@example.com,451.822.8730x6688,"075 Hannah Isle
Hatfieldton, OH 88829",East Carolynfurt,WI,USA,,,N. America,Online,Web,Shipped,2025-09-06,Overnight,WH-007,,0.74,
828105,2022-11-26,1,"$1,674.78","$1,674.78",0.0,Credit Card,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,electronics,SKU-5993,2bbf3c54-7d0d-42fb-b5c6-4490c76bdcb3,"Vega, Davis and Ellis",amber25@example.net,+1-200-831-1093x9773,"59797 Dyer Ville
Port Olivia, NC 04748",Lake Shawnville,FM,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,Asia-Pacific,Direct,Cold Call,Pending,2022-11-28,Standard,WH-001,,0.71,
ORD-56411,2022-09-29,1,$915.72,$778.36,0.15,Credit Card,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,Office Supplies,SKU-5993,3deabbec-fa25-4c3b-9555-e7eae9786c5c,Jones-Carter,wandasmith@example.net,(887)824-7171,"0885 Walter Hills Apt. 977
Perezmouth, NH 68649",Port Miguel,MD,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Direct,Referral,Returned,2022-10-11,Standard,WH-009,,0.64,
ORD-95870,2023-04-15,3,$357.54,"$1,072.62",0.0,Bank Transfer,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,office_supplies,SKU-5993,74966f63-a86d-45e4-978f-3783e6f9025f,Jacobs-Rodriguez,charper@example.org,260-502-2398,"1491 Long Causeway
Justinmouth, NM 67115",Stephanietown,MP,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Partner,Organic,Pending,2023-04-24,Standard,WH-001,,0.6,
ORD-49002,2025-08-08,1,$733.90,$623.81,0.15,Bank Transfer,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,ELEC,SKU-3909,68aa6068-dd19-4924-bf31-79cb41cb6a27,Carroll Group,sarahwiley@example.net,992.387.5465x0925,"059 Day Island Apt. 759
Port Tinatown, ME 23265",Mitchellside,NJ,USA,,,North America,Online,Trade Show,Cancelled,2025-08-12,Express,WH-006,,0.71,
806843,2025-07-19,1,$314.22,$314.22,0.0,Crypto,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Electronics,SKU-1334,e36c273e-0c1f-4b61-a474-513ad87f63f5,Haynes-Hines,gerald06@example.com,451.822.8730x6688,"3396 Christopher Glens
New April, HI 29404",Woodsville,WY,USA,,,APAC,Online,Referral,Cancelled,2025-07-20,Express,WH-009,,0.64,
ORD-85082,2024-02-13,4,"$2,294.92","$7,802.73",0.15,Bank Transfer,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,office_supplies,SKU-1334,83c6fc39-ba02-4d92-afd2-8d5669c10863,Odom-Woods,thomas41@example.org,001-938-674-4544x1226,"166 Ball Estates
Kennethmouth, OH 30757",Heatherfort,DE,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,North America,Partner,Referral,Cancelled,2024-02-26,Standard,WH-002,,0.7,
845968,2023-01-31,2,$256.99,$488.28,0.05,PayPal,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,electronics,SKU-9010,50a9a270-3eba-4a43-b0f0-c43746aacdb9,"Andrade, Collins and Mills",robertturner@example.org,001-970-744-8362,"6990 Darrell Manor
Gravesfort, TN 57276",West Stephen,IN,USA,,,NA,Online,Organic,Cancelled,2023-02-03,Express,WH-004,,0.61,
895590,2024-08-09,3,$722.99,"$2,168.97",0.0,Crypto,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,ELEC,SKU-1038,c72abc7d-cfd5-4d31-8310-f1dccf03fc95,Caldwell LLC,heidi81@example.com,+1-361-442-6433x1298,"018 Turner Heights Suite 329
Floresburgh, WY 74918",Justinstad,ME,USA,,,Asia-Pacific,Online,Web,Cancelled,2024-08-15,Standard,WH-001,,0.63,
849924,2024-12-28,3,"$1,888.70","$5,382.80",0.05,PayPal,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,Office Supplies,SKU-5993,c60ace29-d811-40d7-bf3e-1b81a5328156,Moss Ltd,benjamin19@example.org,001-429-363-7023x57447,"4880 Graves Dale Apt. 002
South Barbara, KY 54363",South Jenna,MO,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Partner,Web,Pending,2025-01-08,Standard,WH-009,,0.62,
817521,2023-11-24,1,"$1,198.24","$1,138.33",0.05,PayPal,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,electronics,SKU-9010,ea7bed78-40ff-45ae-b72d-47e3d5ee2dfe,Hensley LLC,amberbenjamin@example.net,001-820-821-3595x78116,"6235 Michael Fort
Allenshire, WI 13597",Port Karentown,TX,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,"Europe, Middle East, Africa",Direct,Cold Call,Shipped,2023-12-05,Express,WH-007,,0.66,
ORD-67010,2023-03-21,3,"$2,456.03","$7,368.09",0.0,Crypto,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,electronics,SKU-4544,aabdd7c2-80d8-483f-a13c-39c4bf869e0c,Gray LLC,ana19@example.net,+1-481-342-6591x454,"023 Phillip Extension
New Brittany, DE 47078",Port Kellimouth,CO,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Reseller,Referral,Pending,2023-04-03,Standard,WH-009,,0.64,
ORD-10537,2023-09-04,1,"$1,260.48","$1,260.48",0.0,Bank Transfer,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,ELEC,SKU-9010,5e7daaac-bed8-42c3-afd5-a0ec91fed7a9,Hunter-Castaneda,emoore@example.net,475.893.5529x4710,"18264 Jose Mount
West Michaelview, IA 51674",Port Andrewburgh,DC,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,Asia-Pacific,Direct,Organic,Pending,2023-09-06,Express,WH-007,,0.63,
ORD-21707,2024-07-30,Three,"$2,434.82","$2,434.82",0.0,Bank Transfer,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Furniture,SKU-3909,34f2c191-55f0-4712-98a9-5df7482628dd,Davis-Anthony,reneelogan@example.net,001-863-782-1068,"2822 Montgomery Centers
Whitakerburgh, TN 29419",Crystalfort,OR,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Direct,Referral,Cancelled,2024-08-10,Express,WH-009,,0.67,
859335,2024-08-19,2,$265.94,$531.88,0.0,Bank Transfer,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Furniture,SKU-3909,479db523-b5c7-4395-b292-003b523a8cd3,Hernandez-Randolph,pvelez@example.net,550-461-8502x204,"19318 Kelly Knoll Suite 492
North Josephton, NC 54698",North Gerald,ME,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,Asia-Pacific,Partner,Cold Call,Shipped,2024-09-02,Overnight,WH-006,,0.74,
ORD-86502,2024-10-29,1,$804.55,$643.64,0.2,Crypto,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,Electronics,SKU-2270,,"Jones, Rodgers and Martinez",kristinvance@example.net,001-415-567-8683x185,"62544 Matthew Mountains
Port Karen, MH 66382",Michaelberg,AR,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Reseller,Trade Show,Pending,2024-10-31,Overnight,WH-003,,0.68,
889724,2025-06-13,1,$684.12,$684.12,0.0,Bank Transfer,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,Office Supplies,SKU-4953,74966f63-a86d-45e4-978f-3783e6f9025f,Jacobs-Rodriguez,charper@example.org,260-502-2398,"846 Anna Ports Apt. 424
Turnerborough, OK 67806",South Donna,AR,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Direct,Cold Call,Pending,2025-06-16,Standard,WH-006,,0.72,
ORD-98003,2025-03-20,One,"$1,278.98","$2,557.96",0.0,Bank Transfer,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,electronics,SKU-4544,74966f63-a86d-45e4-978f-3783e6f9025f,Jacobs-Rodriguez,charper@example.org,260-502-2398,"1658 Craig Brooks
Lake Tracy, TN 07909",North Kristimouth,KS,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,"Europe, Middle East, Africa",Reseller,Web,Pending,2025-04-03,Standard,WH-005,,0.7,
864745,2025-07-20,1,"$1,147.24","$1,147.24",0.0,Crypto,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,office_supplies,SKU-9010,3336d74b-502c-44c8-8c85-0a85ce1cdee9,Romero-Chambers,klong@example.net,001-896-561-3541x809,"8705 John Landing
Williamsbury, AK 03940",West Stephenshire,MI,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Direct,Cold Call,Cancelled,2025-07-24,Express,WH-008,,0.56,
ORD-57027,2023-09-15,2,"$1,413.10","$2,826.20",0.0,Bank Transfer,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Office Supplies,SKU-1334,1d7fba68-f617-4f92-b241-5e447e78794b,Kline-Brewer,michelle12@example.org,(623)884-2744x54588,"USNS Osborne
FPO AE 80762",North Emily,WA,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Partner,Referral,Pending,2023-09-23,Express,WH-006,,0.57,
ORD-52282,2024-09-21,1,$114.88,$114.88,0.0,PayPal,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,office_supplies,SKU-4544,,Deleon LLC,walshpaul@example.org,767-639-5660,"927 Marisa Wall
North Christineburgh, NJ 78657",Jenniferhaven,MO,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,NA,Direct,Cold Call,Shipped,2024-09-25,Express,WH-008,,0.67,
887882,2025-05-02,1,"$1,753.80","$1,753.80",0.0,Credit Card,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Electronics,SKU-6995,b5c2d259-44ef-4e6e-9eb5-79592cd84022,Fields-Rush,taylorrachel@example.net,+1-988-726-0188x8179,"160 Paula Terrace Apt. 072
Christianhaven, ND 66076",Mayville,NV,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,NA,Direct,Organic,Pending,2025-05-03,Overnight,WH-001,,0.65,
ORD-59105,2024-09-14,1,"$1,813.34","$1,813.34",0.0,Crypto,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Software,SKU-6995,3deabbec-fa25-4c3b-9555-e7eae9786c5c,Jones-Carter,wandasmith@example.net,(887)824-7171,"395 Hamilton Locks Suite 753
Rachelburgh, AS 44116",Stricklandmouth,SC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,Asia-Pacific,Reseller,Cold Call,Pending,2024-09-26,Express,WH-004,,0.64,
827215,2024-04-01,3,$637.39,"$1,816.56",0.05,Bank Transfer,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,Office Supplies,SKU-4953,66d2a0f9-fa43-4cf1-8b07-21ab84838d83,"Jones, Sanchez and Sutton",jamiemoran@example.com,001-465-848-1465x21245,"927 Kevin Drive Apt. 812
Port Bradmouth, MT 98139",Vincentstad,MH,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,EMEA,Partner,Referral,Cancelled,2024-04-14,Overnight,WH-008,Top thus opportunity pressure early raise to.,0.66,
873001,2025-02-15,1,$952.12,$761.70,0.2,PayPal,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Office Supplies,SKU-1038,22e3a91d-367b-4f3a-a18d-f38fd298a089,Wilkerson Group,peterseric@example.org,838.640.0321x5202,"9377 John Glen
Port Rebeccaville, GU 10238",North Justin,NV,USA,,,APAC,Online,Web,Cancelled,2025-02-22,Express,WH-008,,0.63,
ORD-53278,2023-02-11,2,$303.62,$607.24,0.0,Credit Card,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,electronics,SKU-3909,5b677cd3-c871-4c10-9b82-77b0c3122995,Harding-Stanton,mary26@example.org,303.827.6810,"Unit 6923 Box 3245
DPO AA 31688",Alicialand,WV,USA,,,Asia-Pacific,Online,Cold Call,Cancelled,2023-02-19,Standard,WH-002,,0.6,
ORD-13553,2024-05-12,1,"$2,046.50","$1,739.52",0.15,Bank Transfer,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,ELEC,SKU-5993,121881ee-53e8-4448-8d12-61598877d7a2,"Alvarez, Tyler and Schmidt",denise19@example.org,001-725-302-5479x7139,"USNS Mitchell
FPO AP 45465",Daviston,FL,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Partner,Trade Show,Pending,2024-05-21,Overnight,WH-008,,0.63,
806091,2023-02-21,5,"$1,576.78","$7,489.70",0.05,Crypto,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,office_supplies,SKU-6995,64eb04ce-49fc-45a9-bd07-bc5998044ea4,"Bradley, Torres and Ellis",caitlynbeasley@example.com,001-558-210-1283,"297 Price Pike
Lake Kevinchester, AK 88831",South Ian,AR,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,North America,Partner,Referral,Pending,2023-02-22,Express,WH-001,,0.57,
855093,2022-10-09,1,$221.79,$221.79,0.0,Bank Transfer,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,electronics,SKU-1038,,Deleon LLC,walshpaul@example.org,767-639-5660,"8305 Smith Port
West Tiffanyville, TX 74412",Carriehaven,ID,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Reseller,Organic,Returned,2022-10-16,Express,WH-009,,0.63,
ORD-53745,2024-03-04,2,"$1,757.24","$3,514.48",,Bank Transfer,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,Software,SKU-9010,b5c2d259-44ef-4e6e-9eb5-79592cd84022,Fields-Rush,taylorrachel@example.net,+1-988-726-0188x8179,"2198 Brooke Alley
Wilsonshire, HI 32540",Kaylamouth,NM,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,North America,Reseller,Cold Call,Pending,2024-03-15,Express,WH-008,,0.55,
869473,2024-09-19,1,"$1,630.18","$1,467.16",,Bank Transfer,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,ELEC,SKU-6995,b5c2d259-44ef-4e6e-9eb5-79592cd84022,Fields-Rush,taylorrachel@example.net,+1-988-726-0188x8179,"1678 Gibson Views
Robertview, HI 61976",Dorothyton,AK,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Direct,Web,Pending,2024-10-02,Express,WH-001,,0.63,
ORD-80016,2025-02-19,1,"$1,080.57","$1,026.54",0.05,PayPal,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,Software,SKU-9010,6d4d2488-3d85-48a7-a187-471774ec5821,Mitchell LLC,deannaellis@example.net,660.830.3930x3329,"08278 Larry Street Suite 539
Matthewfort, NV 48384",Thomasburgh,AR,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,"Europe, Middle East, Africa",Direct,Cold Call,Returned,2025-02-21,Standard,WH-004,,0.55,
ORD-38235,2024-02-14,3,$812.60,"$2,437.80",0.0,Bank Transfer,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,office_supplies,SKU-1334,64eb04ce-49fc-45a9-bd07-bc5998044ea4,"Bradley, Torres and Ellis",caitlynbeasley@example.com,001-558-210-1283,"03118 Davis Tunnel Suite 608
Port Andrew, MA 54401",Millermouth,NJ,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,APAC,Direct,Referral,Cancelled,2024-02-27,Standard,WH-002,,0.62,
826601,2024-02-02,2,"$1,725.60","$2,760.96",0.2,Bank Transfer,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,ELEC,SKU-3909,5b677cd3-c871-4c10-9b82-77b0c3122995,Harding-Stanton,mary26@example.org,303.827.6810,"900 Makayla Island
Thompsonmouth, SD 79591",East Kurt,MO,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,N. America,Partner,Organic,Pending,2024-02-03,Express,WH-008,,0.56,
ORD-97174,2023-09-10,3,"$1,433.56","$4,300.68",0.0,Bank Transfer,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,office_supplies,SKU-6995,34f2c191-55f0-4712-98a9-5df7482628dd,Davis-Anthony,reneelogan@example.net,001-863-782-1068,"4286 Page Ramp Apt. 101
Jacquelineport, AZ 57096",Lynnberg,TX,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,APAC,Reseller,Organic,Cancelled,2023-09-20,Overnight,WH-003,,0.56,
ORD-27110,2023-12-01,2,$723.58,"$1,302.44",0.1,Crypto,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Electronics,SKU-6995,f88cffec-9d76-408c-b27b-ecc8c52dba49,Deleon LLC,walshpaul@example.org,767-639-5660,"430 Hill Crest Suite 662
Chadberg, AL 18809",Johnnyview,IL,USA,,,NA,Online,Web,Returned,2023-12-02,Overnight,WH-003,,0.64,
841145,2025-02-15,1,$843.15,$716.68,0.15,Bank Transfer,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,Furniture,SKU-2270,50a9a270-3eba-4a43-b0f0-c43746aacdb9,"Andrade, Collins and Mills",robertturner@example.org,001-970-744-8362,"5759 Williamson Crest
Caitlinfurt, WY 13923",Lake Robert,KY,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Partner,Referral,Cancelled,2025-02-27,Express,WH-008,,0.61,
870578,2022-11-14,1,$236.52,$236.52,0.0,PayPal,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Software,SKU-6995,ea7bed78-40ff-45ae-b72d-47e3d5ee2dfe,Hensley LLC,amberbenjamin@example.net,001-820-821-3595x78116,"11738 Kelsey Spring
West Anthony, NY 56858",Port David,MP,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Partner,Referral,Shipped,2022-11-16,Overnight,WH-001,,0.55,
ORD-46088,2022-12-07,1,$533.32,$506.65,0.05,Crypto,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Office Supplies,SKU-1038,50a9a270-3eba-4a43-b0f0-c43746aacdb9,"Andrade, Collins and Mills",robertturner@example.org,001-970-744-8362,"022 Barker Junction
Gregoryberg, MT 89763",Jonathanton,MD,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Partner,Trade Show,Shipped,2022-12-08,Standard,WH-003,,0.65,
810813,2022-12-11,1,"$1,280.97","$1,280.97",0.0,Bank Transfer,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,Office Supplies,SKU-5993,db58f9ff-3441-47a4-9f14-e93ca806acb7,"Ray, Brennan and Herrera",martinjeffrey@example.net,+1-417-713-7622,"0131 Michelle Glen
Lake Michelleland, WA 04151",Christineport,TN,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,Asia-Pacific,Direct,Referral,Shipped,2022-12-17,Overnight,WH-005,,0.73,
811882,2024-01-29,1,"$2,115.15","$1,797.88",0.15,Bank Transfer,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,office_supplies,SKU-8122,de68ee36-5775-45be-8b8a-7bb3522d56ea,"Jones, Rodgers and Martinez",kristinvance@example.net,001-415-567-8683x185,"998 Elijah Ford
Susanville, MS 39960",Port Michael,NV,USA,,,North America,Online,Cold Call,Pending,2024-01-30,Express,WH-007,,0.7,
836662,2025-02-17,3,$554.18,"$1,330.03",0.2,Bank Transfer,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,ELEC,SKU-5993,66d2a0f9-fa43-4cf1-8b07-21ab84838d83,"Jones, Sanchez and Sutton",jamiemoran@example.com,001-465-848-1465x21245,"553 Stanley Mission
Billyport, CO 72800",West Mary,DE,USA,,,APAC,Online,Referral,Returned,2025-02-25,Express,WH-002,,0.58,
808022,2022-10-10,1,"$1,036.33","$1,036.33",0.0,Bank Transfer,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,ELEC,SKU-6995,6d4d2488-3d85-48a7-a187-471774ec5821,Mitchell LLC,deannaellis@example.net,660.830.3930x3329,"11804 Loretta Shore
Douglaschester, MN 43035",Deleonmouth,MO,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,North America,Direct,Cold Call,Cancelled,2022-10-20,Express,WH-008,,0.73,
ORD-69369,2025-08-12,1,"$1,619.14","$1,619.14",0.0,Bank Transfer,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Furniture,SKU-1334,44e2a9d9-5ad5-438a-bc9b-22c637c562a9,Wheeler-Phillips,deborah80@example.org,(663)246-8521x5925,"2951 Bailey Park
Port Julia, NC 79762",West Hayley,RI,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,North America,Partner,Organic,Pending,2025-08-25,Express,WH-002,,0.66,
ORD-44063,2024-06-18,3,"$1,225.20","$3,308.04",0.1,Bank Transfer,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Office Supplies,SKU-1038,d3505d31-8309-4681-8495-0b3bdc787773,Hart-Bennett,scooper@example.com,+1-342-339-5867,"PSC 5014, Box 1360
APO AA 16858",Port Dana,AR,USA,,,EMEA,Online,Trade Show,Returned,2024-06-24,Standard,WH-010,,0.59,
